iso3c,raw_name,prop_diet,production_system,species
AUS,maize meal,0.04818652849084728,aquaculture,shrimp
AUS,soybean oil,0.2120207253878719,aquaculture,shrimp
AUS,sunflower oilcake,0.20238341960527037,aquaculture,shrimp
AUS,wheat meal,0.4674093265160104,aquaculture,shrimp
BGD,cassava meal,0.04382804443807928,aquaculture,shrimp
BGD,maize meal,0.13398462207510403,aquaculture,shrimp
BGD,soybean cake,0.2629682663957635,aquaculture,shrimp
BGD,soybean oil,0.028533368466457196,aquaculture,shrimp
BGD,sunflower oilcake,0.09098627990631628,aquaculture,shrimp
BGD,wheat,0.011953103007411498,aquaculture,shrimp
BGD,wheat bran,0.03585930913859038,aquaculture,shrimp
BGD,wheat meal,0.32188700657227787,aquaculture,shrimp
BLZ,maize meal,0.04818652849084728,aquaculture,shrimp
BLZ,soybean oil,0.2120207253878719,aquaculture,shrimp
BLZ,sunflower oilcake,0.20238341960527037,aquaculture,shrimp
BLZ,wheat meal,0.4674093265160104,aquaculture,shrimp
BRA,maize meal,0.04818652849084728,aquaculture,shrimp
BRA,soybean oil,0.2120207253878719,aquaculture,shrimp
BRA,sunflower oilcake,0.20238341960527037,aquaculture,shrimp
BRA,wheat meal,0.4674093265160104,aquaculture,shrimp
BRN,maize meal,0.04818652849084728,aquaculture,shrimp
BRN,soybean oil,0.2120207253878719,aquaculture,shrimp
BRN,sunflower oilcake,0.20238341960527037,aquaculture,shrimp
BRN,wheat meal,0.4674093265160104,aquaculture,shrimp
CHN,cassava meal,0.004807500603663953,aquaculture,shrimp
CHN,maize meal,0.061231249118987155,aquaculture,shrimp
CHN,soybean cake,0.04402621576749972,aquaculture,shrimp
CHN,soybean oil,0.18803109671511511,aquaculture,shrimp
CHN,sunflower oilcake,0.18452856588650232,aquaculture,shrimp
CHN,wheat,0.001311136525951431,aquaculture,shrimp
CHN,wheat bran,0.003933409590617375,aquaculture,shrimp
CHN,wheat meal,0.44213082579166285,aquaculture,shrimp
COL,maize meal,0.04818652849084728,aquaculture,shrimp
COL,soybean oil,0.2120207253878719,aquaculture,shrimp
COL,sunflower oilcake,0.20238341960527037,aquaculture,shrimp
COL,wheat meal,0.4674093265160104,aquaculture,shrimp
CRI,maize meal,0.04818652849084728,aquaculture,shrimp
CRI,soybean oil,0.2120207253878719,aquaculture,shrimp
CRI,sunflower oilcake,0.20238341960527037,aquaculture,shrimp
CRI,wheat meal,0.4674093265160104,aquaculture,shrimp
CUB,maize meal,0.04818652849084728,aquaculture,shrimp
CUB,soybean oil,0.2120207253878719,aquaculture,shrimp
CUB,sunflower oilcake,0.20238341960527037,aquaculture,shrimp
CUB,wheat meal,0.4674093265160104,aquaculture,shrimp
ECU,maize meal,0.04818652849084728,aquaculture,shrimp
ECU,soybean oil,0.2120207253878719,aquaculture,shrimp
ECU,sunflower oilcake,0.20238341960527037,aquaculture,shrimp
ECU,wheat meal,0.4674093265160104,aquaculture,shrimp
GTM,maize meal,0.04818652849084728,aquaculture,shrimp
GTM,soybean oil,0.2120207253878719,aquaculture,shrimp
GTM,sunflower oilcake,0.20238341960527037,aquaculture,shrimp
GTM,wheat meal,0.4674093265160104,aquaculture,shrimp
HND,maize meal,0.04818652849084728,aquaculture,shrimp
HND,soybean oil,0.2120207253878719,aquaculture,shrimp
HND,sunflower oilcake,0.20238341960527037,aquaculture,shrimp
HND,wheat meal,0.4674093265160104,aquaculture,shrimp
IDN,cassava meal,0.007213799271916038,aquaculture,shrimp
IDN,maize meal,0.062308313593632925,aquaculture,shrimp
IDN,soybean cake,0.04328279559319338,aquaculture,shrimp
IDN,soybean oil,0.1818199491785762,aquaculture,shrimp
IDN,sunflower oilcake,0.18404820489156862,aquaculture,shrimp
IDN,wheat,0.001967399797949582,aquaculture,shrimp
IDN,wheat bran,0.005902199413000136,aquaculture,shrimp
IDN,wheat meal,0.443457338260163,aquaculture,shrimp
IND,cassava meal,0.004705680305888174,aquaculture,shrimp
IND,maize meal,0.05739840194855068,aquaculture,shrimp
IND,soybean cake,0.028234081810343457,aquaculture,shrimp
IND,soybean oil,0.19232026069877445,aquaculture,shrimp
IND,sunflower oilcake,0.19042305648310925,aquaculture,shrimp
IND,wheat,0.0012833673538799118,aquaculture,shrimp
IND,wheat bran,0.003850102074132503,aquaculture,shrimp
IND,wheat meal,0.45178504932532154,aquaculture,shrimp
IRN,maize meal,0.04818652849084728,aquaculture,shrimp
IRN,soybean oil,0.2120207253878719,aquaculture,shrimp
IRN,sunflower oilcake,0.20238341960527037,aquaculture,shrimp
IRN,wheat meal,0.4674093265160104,aquaculture,shrimp
JPN,cassava meal,0.050643564385056204,aquaculture,shrimp
JPN,maize meal,0.14732673271985908,aquaculture,shrimp
