lat,lon,iso3c
31.972882899404116,-116.81987407899483,MEX
31.96836856413186,-116.8094027351974,MEX
31.963417102445995,-116.80339458711688,MEX
31.95861101663323,-116.7956698252991,MEX
31.955698114940013,-116.79343822744065,MEX
31.952930772763118,-116.79000499996607,MEX
31.95030900327055,-116.78777340210759,MEX
31.945939221180044,-116.78193691540082,MEX
31.932974311561416,-116.77575710594658,MEX
31.929769220541903,-116.77180889435084,MEX
31.95016334721594,-116.77060726473474,MEX
31.959630510399904,-116.78262356089573,MEX
31.96764042474878,-116.79395321156183,MEX
